env_name,estimator,ci_method,n,coverage_rate,mean_width,median_width,mean_error,mean_abs_error,mean_half_width,coverage_gap,bias_to_half_width_ratio
chain_bandit,DM,bootstrap,1024,0.880859375,0.4572821638796996,0.47530394811290894,-0.022213499313044942,0.12329115217701278,0.2286410819398498,-0.06914062499999996,0.09715445327926152
chain_bandit,DR,analytic,1024,0.943359375,0.6287297404845096,0.5883301499850453,-0.014933597992278004,0.13185426276220896,0.3143648702422548,-0.006640624999999956,0.047504029253554715
chain_bandit,DR,bootstrap,1024,0.8974609375,0.580298726018774,0.5403812968663153,-0.014933597992278004,0.13185426276220896,0.290149363009387,-0.052539062499999956,0.05146865682346809
chain_bandit,FQE,bootstrap,1024,0.92578125,0.5262439863504561,0.5318943968600605,-0.007094723696427322,0.11791622454245831,0.263121993175228,-0.024218749999999956,0.026963628584641113
chain_bandit,IS-PDIS,analytic,1024,0.9560546875,0.7347448684648249,0.6654553730568455,-0.011105299573904366,0.1516558525097315,0.3673724342324124,0.006054687500000044,0.03022899526228136
chain_bandit,IS-PDIS,bootstrap,1024,0.9287109375,0.6813915407749187,0.6247456697045002,-0.011105299573904366,0.1516558525097315,0.3406957703874593,-0.021289062499999956,0.03259594200795262
