env_name,env_id,policy_seed,alpha,beta,K,transition_strength,reward_mean_scale,reward_gap,reward_std,chain_variant,n,v_true,mean_estimate,bias,mse,mean_abs_error,median_abs_error,median_ess_is,median_ess_norm,variance,bias_squared,abs_bias,estimator
chain_bandit,chain_bandit_reward_only_S8_A3_H6_ts0.800_ms1.300_gap0.300_std0.100_beta0.000_seed3621255937,124701085,0.2,0.0,100,0.8,1.3,0.3,0.1,reward_only,8,0.6464390834381601,0.6195847730634182,-0.02685431037474198,0.020782492258992518,0.12279475853830124,0.14060395681264304,84.35683074845115,0.8435683074845115,0.020061338273289542,0.0007211539857029747,0.02685431037474198,dm_tabular
chain_bandit,chain_bandit_reward_only_S8_A3_H6_ts0.800_ms1.300_gap0.300_std0.100_beta0.000_seed3621255937,124701085,0.6,0.0,100,0.8,1.3,0.3,0.1,reward_only,8,0.6464390834381601,0.6247609978952599,-0.0216780855429003,0.031671657068927765,0.14001845908491783,0.14225731442567954,20.705190444466563,0.20705190444466565,0.031201717676122464,0.00046993939280530304,0.0216780855429003,dm_tabular
chain_bandit,chain_bandit_reward_only_S8_A3_H6_ts0.800_ms1.300_gap0.300_std0.100_beta0.000_seed4128479723,2613614962,0.2,0.0,100,0.8,1.3,0.3,0.1,reward_only,8,-0.037189907442418596,-0.019586895597672665,0.017603011844745924,0.018388760803617333,0.11236534462695827,0.08921165137784272,82.04137964842434,0.8204137964842435,0.018078894777611067,0.0003098660260062653,0.017603011844745924,dm_tabular
chain_bandit,chain_bandit_reward_only_S8_A3_H6_ts0.800_ms1.300_gap0.300_std0.100_beta0.000_seed4128479723,2613614962,0.6,0.0,100,0.8,1.3,0.3,0.1,reward_only,8,-0.037189907442418596,-0.05162585379409601,-0.014435946351677411,0.019687847191924776,0.10912789485149264,0.09041824391521439,21.459882365645957,0.21459882365645958,0.019479450644856268,0.00020839654706850835,0.014435946351677411,dm_tabular
chain_bandit,chain_bandit_reward_only_S8_A3_H6_ts0.800_ms1.300_gap0.300_std0.100_beta0.500_seed1979834648,1203747748,0.2,0.5,100,0.8,1.3,0.3,0.1,reward_only,8,-0.6093740037820653,-0.6336708345894402,-0.024296830807374936,0.015307224303932271,0.09226634276061998,0.06553901439999577,85.91903754585624,0.8591903754585624,0.014716888316650068,0.0005903359872822038,0.024296830807374936,dm_tabular
chain_bandit,chain_bandit_reward_only_S8_A3_H6_ts0.800_ms1.300_gap0.300_std0.100_beta0.500_seed1979834648,1203747748,0.6,0.5,100,0.8,1.3,0.3,0.1,reward_only,8,-0.6093740037820653,-0.5988575135898709,0.01051649019219434,0.021124377139878334,0.12595255749032142,0.11078516333091581,32.9408049968021,0.32940804996802103,0.021013780573915813,0.00011059656596251975,0.01051649019219434,dm_tabular
chain_bandit,chain_bandit_reward_only_S8_A3_H6_ts0.800_ms1.300_gap0.300_std0.100_beta0.500_seed585238748,2152014921,0.2,0.5,100,0.8,1.3,0.3,0.1,reward_only,8,-0.43019143882292393,-0.47459061862311197,-0.04439917980018803,0.016327357595029998,0.09252118609732823,0.07243641828430422,81.95074152079825,0.8195074152079824,0.014356070428100573,0.0019712871669294247,0.04439917980018803,dm_tabular
chain_bandit,chain_bandit_reward_only_S8_A3_H6_ts0.800_ms1.300_gap0.300_std0.100_beta0.500_seed585238748,2152014921,0.6,0.5,100,0.8,1.3,0.3,0.1,reward_only,8,-0.43019143882292393,-0.5083616594813823,-0.07817022065845838,0.029653546576480783,0.12634160125042718,0.07991815054568271,20.604907193123438,0.2060490719312344,0.02354296317868871,0.006110583397792074,0.07817022065845838,dm_tabular
chain_bandit,chain_bandit_reward_only_S8_A3_H6_ts0.800_ms1.300_gap0.300_std0.500_beta0.000_seed3621255937,124701085,0.2,0.0,100,0.8,1.3,0.3,0.5,reward_only,8,0.6464390834381601,0.6451470568064613,-0.0012920266316987922,0.02805130877146867,0.13978984543738482,0.09960926335344006,84.35683074845115,0.8435683074845115,0.028049639438651654,1.6693328170189263e-06,0.0012920266316987922,dm_tabular
chain_bandit,chain_bandit_reward_only_S8_A3_H6_ts0.800_ms1.300_gap0.300_std0.500_beta0.000_seed3621255937,124701085,0.6,0.0,100,0.8,1.3,0.3,0.5,reward_only,8,0.6464390834381601,0.5979753278876339,-0.04846375555052628,0.08914343081868772,0.235140449083975,0.20316096908705514,20.705190444466563,0.20705190444466565,0.08679469521662656,0.0023487356020611668,0.04846375555052628,dm_tabular
chain_bandit,chain_bandit_reward_only_S8_A3_H6_ts0.800_ms1.300_gap0.300_std0.500_beta0.000_seed4128479723,2613614962,0.2,0.0,100,0.8,1.3,0.3,0.5,reward_only,8,-0.037189907442418596,-0.046275625231732585,-0.009085717789313996,0.03188085767140009,0.13149008836611156,0.10342123280686974,82.04137964842434,0.8204137964842435,0.03179830740365303,8.255026774705681e-05,0.009085717789313996,dm_tabular
chain_bandit,chain_bandit_reward_only_S8_A3_H6_ts0.800_ms1.300_gap0.300_std0.500_beta0.000_seed4128479723,2613614962,0.6,0.0,100,0.8,1.3,0.3,0.5,reward_only,8,-0.037189907442418596,-0.08768882801644087,-0.05049892057402226,0.03560674223558988,0.15740973129179758,0.1451054828707825,21.459882365645957,0.21459882365645958,0.033056601256448465,0.002550140979141409,0.05049892057402226,dm_tabular
chain_bandit,chain_bandit_reward_only_S8_A3_H6_ts0.800_ms1.300_gap0.300_std0.500_beta0.500_seed1979834648,1203747748,0.2,0.5,100,0.8,1.3,0.3,0.5,reward_only,8,-0.6093740037820653,-0.7015985498283326,-0.09222454604626726,0.04838427691101403,0.1523057782402036,0.1285727609661822,85.91903754585624,0.8591903754585624,0.03987891001757396,0.00850536689344007,0.09222454604626726,dm_tabular
