alpha,beta,K,chain_variant,transition_strength,reward_mean_scale,reward_gap,reward_std,n,mean_abs_error,std_abs_error,median_abs_error,mean_abs_error_ci_low,mean_abs_error_ci_high,estimator,mean_ess_is,median_ess_is,mean_ess_norm
0.5,0.25,500,transitional,0.5,1.0,0.5,0.5,288,0.08174929838356235,0.07258264434348363,0.05894059782807409,0.07336658468547513,0.09013201208164956,dr_oracle,35.60151270848535,33.64174142429548,0.07120302541697071
0.5,0.5,100,transitional,0.5,1.0,0.5,0.5,288,0.16941113340423017,0.1532327961301901,0.1210043039102693,0.15171397355651142,0.18710829325194892,dr_oracle,11.705159514515389,11.035252151579293,0.1170515951451539
0.5,0.5,500,transitional,0.5,1.0,0.5,0.5,288,0.08842741828735211,0.07747540562158406,0.07286660336462711,0.07947962987535245,0.09737520669935176,dr_oracle,38.1909676293389,36.9049230683534,0.0763819352586778
0.5,1.0,100,transitional,0.5,1.0,0.5,0.5,288,0.20274563532999068,0.20022612614980403,0.14491913070367035,0.17962112249951281,0.22587014816046855,dr_oracle,11.641019066203683,11.113916509545968,0.11641019066203682
0.5,1.0,500,transitional,0.5,1.0,0.5,0.5,288,0.08632986165332042,0.071683207707185,0.06888590113292326,0.07805102567806708,0.09460869762857375,dr_oracle,36.20611666331027,34.45873745102595,0.07241223332662053
0.7,0.0,100,transitional,0.5,1.0,0.5,0.5,288,0.30811762151778793,0.5332421069109208,0.16997380725956546,0.24653243191177754,0.3697028111237983,dr_oracle,6.034039585607505,5.313646427444626,0.06034039585607504
0.7,0.0,500,transitional,0.5,1.0,0.5,0.5,288,0.3346150919444127,2.6950179021329577,0.1168570009699676,0.023362123839670013,0.6458680600491553,dr_oracle,12.258064653956803,10.322837357825884,0.024516129307913605
0.7,0.25,100,transitional,0.5,1.0,0.5,0.5,288,0.4475907763039063,2.6962085022861797,0.16155949597261293,0.13620030342369516,0.7589812491841175,dr_oracle,5.933309026102588,5.000181422716412,0.05933309026102588
0.7,0.25,500,transitional,0.5,1.0,0.5,0.5,288,0.226627786792851,0.37816748052079596,0.12039057268297568,0.1829524736679799,0.2703030999177221,dr_oracle,11.996226364098172,9.657492454261721,0.023992452728196344
0.7,0.5,100,transitional,0.5,1.0,0.5,0.5,288,0.3401183695803296,0.7062676459005683,0.17774610810765207,0.2585501169579928,0.4216866222026664,dr_oracle,6.134369334168227,5.470747317914798,0.061343693341682264
0.7,0.5,500,transitional,0.5,1.0,0.5,0.5,288,0.18173434163999141,0.2039353873594913,0.12902918939805252,0.15818143886817876,0.20528724441180407,dr_oracle,12.527699103964904,11.08642030312922,0.025055398207929805
0.7,1.0,100,transitional,0.5,1.0,0.5,0.5,288,0.43350844357311397,0.9881204719723594,0.20689654253535059,0.3193884484877222,0.5476284386585057,dr_oracle,5.745236135329935,4.9888997324905135,0.05745236135329934
0.7,1.0,500,transitional,0.5,1.0,0.5,0.5,288,0.19510884417751365,0.28166769116740453,0.11601882478308201,0.16257848331212615,0.22763920504290114,dr_oracle,12.29379572471427,11.011911468383481,0.02458759144942854
0.1,0.0,100,transitional,0.5,1.0,0.5,0.5,288,0.2821715753498433,0.19353992607328932,0.2532318421563381,0.2598192650407328,0.3045238856589537,fqe_linear,87.61922515055166,87.70223609457808,0.8761922515055166
0.1,0.0,500,transitional,0.5,1.0,0.5,0.5,288,0.2815502713721185,0.19385796041651554,0.24891590906441619,0.2591612306452954,0.30393931209894165,fqe_linear,437.4470477959459,437.77563334204035,0.8748940955918917
0.1,0.25,100,transitional,0.5,1.0,0.5,0.5,288,0.5918794273765443,0.4364881529228601,0.5181868506278424,0.5414685440082844,0.6422903107448042,fqe_linear,87.61697652546167,87.66616939006991,0.8761697652546167
0.1,0.25,500,transitional,0.5,1.0,0.5,0.5,288,0.5929055013366429,0.4360917664930343,0.5183783024566827,0.5425403974241343,0.6432706052491515,fqe_linear,437.46565466378627,437.80634732854037,0.8749313093275726
0.1,0.5,100,transitional,0.5,1.0,0.5,0.5,288,0.7003800418346233,0.3381975297175557,0.6973881664969677,0.6613209376828588,0.7394391459863878,fqe_linear,87.66725700123548,87.83808753006483,0.8766725700123549
0.1,0.5,500,transitional,0.5,1.0,0.5,0.5,288,0.7008134120636401,0.33787275139140177,0.6923495146624388,0.6617918172055658,0.7398350069217144,fqe_linear,437.62013914628477,438.07881614806473,0.8752402782925695
0.1,1.0,100,transitional,0.5,1.0,0.5,0.5,288,0.9960053424687414,0.7046767589122687,0.8070877740717626,0.9146208245431706,1.0773898603943122,fqe_linear,87.87993111475265,88.17958743648214,0.8787993111475264
0.1,1.0,500,transitional,0.5,1.0,0.5,0.5,288,0.9955784958545776,0.7056969416561885,0.8107607656814768,0.914076154998479,1.0770808367106761,fqe_linear,438.33435223572235,438.16115519207835,0.8766687044714446
0.3,0.0,100,transitional,0.5,1.0,0.5,0.5,288,0.28171225550598733,0.19438624828385465,0.24542157364856365,0.2592622017645223,0.30416230924745236,fqe_linear,34.569819238536574,34.91240939932968,0.3456981923853657
0.3,0.0,500,transitional,0.5,1.0,0.5,0.5,288,0.2824395086122059,0.194827245490323,0.24964903783610845,0.25993852322782657,0.30494049399658524,fqe_linear,156.08959189524282,158.07596624442436,0.31217918379048565
0.3,0.25,100,transitional,0.5,1.0,0.5,0.5,288,0.5924728510843819,0.435997622351877,0.51586526751509,0.5421186200656458,0.6428270821031179,fqe_linear,34.78018365235953,35.26574112996515,0.3478018365235953
0.3,0.25,500,transitional,0.5,1.0,0.5,0.5,288,0.5942771788976353,0.4363391774261543,0.5164204765338587,0.5438835010052603,0.6446708567900103,fqe_linear,157.53820577752228,160.2707964116181,0.31507641155504457
0.3,0.5,100,transitional,0.5,1.0,0.5,0.5,288,0.7005577511647437,0.3389320707138101,0.6900718481570416,0.6614138134149916,0.7397016889144958,fqe_linear,35.004963459217954,35.971698389447575,0.3500496345921795
0.3,0.5,500,transitional,0.5,1.0,0.5,0.5,288,0.7012050970742,0.33888321232357377,0.6921216740650955,0.6620668020769379,0.740343392071462,fqe_linear,155.41081463497872,157.12280085940475,0.3108216292699575
0.3,1.0,100,transitional,0.5,1.0,0.5,0.5,288,0.9965574449231536,0.7078060037888861,0.8115604730537256,0.9148115242940968,1.0783033655522103,fqe_linear,35.52428991166454,36.61406722549118,0.35524289911664536
